"expense_id";"user_id";"expense_amount";"discount_percentage";"frequency";"expense_type";"rating"
"2286";"16299";"77.05";"29.504";"10";"D";"5"
"2287";"14395";"94.02";"49.552";"4";"F";"5"
"2288";"17820";"19.02";"47.507";"17";" ";"8"
"2289";"20276";"19.30";"11.470";"14";"E";"4"
"2290";"15300";"9.93";"18.758";"9";"C";"5"
"2291";"23041";"98.80";"7.021";"19";"F";"5"
"2292";"22815";"8.66";"2.042";"11";"A";"5"
"2293";"24298";"17.15";"3.274";"4";"F";"2"
"2294";"13814";"28.65";"43.572";"18";"F";"3"
"2295";"7702";"49.05";"36.062";"3";"A";"3"
"2296";"15947";"92.67";"42.735";"6";"C";"2"
"2297";"16700";"66.25";"44.352";"19";"D";"4"
"2298";"9786";"45.23";"39.708";"1";"F";"5"
"2299";"26459";"46.94";"37.719";"5";" ";"6"
"2300";"6841";"92.96";"39.127";"15";"C";"1"
"2301";"7259";"47.01";"52.768";"12";"F";"10"
"2302";"19372";"75.85";"11.614";"2";"B";"4"
"2303";"4032";"98.20";"24.299";"5";"B";"8"
"2304";"26656";"48.19";"45.772";"16";"C";"7"
"2305";"5475";"36.78";"43.945";"16";"A";"3"
"2306";"15530";"67.90";"53.720";"3";"C";"4"
"2307";"19969";"44.53";"12.774";"13";"C";"10"
"2308";"6962";"14.74";"32.147";"9";"A";"4"
"2309";"22798";"89.23";"28.035";"13";" ";"1"
"2310";"11498";"33.57";"27.637";"5";"A";"8"
"2311";"14188";"39.90";"48.953";"14";"E";"2"
"2312";"5796";"13.20";"22.497";"14";" ";"10"
"2313";"26269";"59.71";"40.786";"14";"D";"8"
"2314";"8928";"89.72";"16.607";"11";"E";"3"
"2315";"13636";"77.15";"39.949";"13";"A";"4"
"2316";"16068";"71.27";"32.975";"12";" ";"10"
"2317";"603";"40.87";"47.642";"14";"A";"7"
"2318";"7683";"58.72";"8.087";"14";"F";"8"
"2319";"23603";"43.40";"32.115";"6";"C";"4"
"2320";"8184";"6.05";"42.412";"13";"D";"9"
"2321";"6030";"60.14";"10.102";"10";"D";"6"
"2322";"23618";"81.09";"26.167";"16";"C";"10"
"2323";"15199";"94.40";"31.475";"1";"E";"2"
"2324";"24495";"68.44";"28.473";"6";"B";"9"
"2325";"12937";"27.05";"16.999";"12";"F";"4"
"2326";"23225";"15.13";"3.807";"6";"F";"6"
"2327";"4336";"30.02";"22.383";"6";"F";"7"
"2328";"19648";"93.35";"41.068";"13";"A";"1"
"2329";"2077";"10.97";"16.796";"8";"B";"10"
"2330";"13537";"53.57";"50.247";"15";" ";"6"
"2331";"27954";"30.61";"41.138";"19";"F";"2"
"2332";"27131";"89.24";"48.788";"10";"D";"1"
"2333";"9480";"57.89";"52.170";"18";"A";"10"
"2334";"7304";"89.81";"52.556";"4";"E";"3"
"2335";"17325";"69.20";"13.090";"18";"C";"9"
"2336";"6558";"88.02";"54.455";"17";"D";"1"
"2337";"25394";"64.08";"54.485";"2";"C";"7"
"2338";"25681";"18.70";"32.869";"13";" ";"4"
"2339";"18449";"5.81";"10.036";"4";"E";"3"
"2340";"26756";"29.85";"15.418";"1";"F";"8"
"2341";"4316";"84.66";"16.458";"7";"B";"9"
"2342";"8961";"59.19";"38.665";"10";"C";"1"
"2343";"17449";"26.04";"14.579";"7";"B";"6"
"2344";"23188";"12.13";"3.657";"6";"B";"8"
"2345";"15577";"56.08";"52.013";"13";" ";"10"
"2346";"8190";"28.55";"20.430";"12";" ";"4"
"2347";"19941";"63.27";"26.455";"9";"F";"1"
"2348";"28376";"86.54";"12.585";"12";" ";"7"
"2349";"25696";"7.29";"20.358";"14";"E";"5"
"2350";"28226";"66.61";"17.571";"14";"E";"10"
"2351";"18549";"70.81";"23.287";"4";" ";"10"
"2352";"25835";"10.04";"15.203";"18";"F";"10"
"2353";"2224";"99.42";"44.217";"15";"F";"8"
"2354";"26543";"39.02";"48.071";"2";"B";"4"
"2355";"28574";"13.32";"16.442";"17";"B";"1"
"2356";"24641";"41.12";"16.727";"11";"B";"5"
"2357";"26232";"19.45";"10.018";"18";"C";"10"
"2358";"20813";"57.44";"40.257";"15";"A";"1"
"2359";"9164";"33.42";"39.274";"15";"C";"9"
"2360";"22352";"70.07";"12.959";"8";"A";"3"
"2361";"2757";"28.25";"14.681";"13";"F";"10"
"2362";"24513";"77.31";"50.364";"17";"E";"8"
"2363";"11373";"76.03";"34.087";"2";"F";"6"
"2364";"17691";"58.50";"12.511";"2";"C";"1"
"2365";"23541";"64.90";"43.659";"11";"D";"3"
"2366";"2077";"87.30";"7.846";"19";"F";"1"
"2367";"942";"54.63";"53.515";"6";"A";"7"
"2368";"6915";"97.97";"34.572";"11";"A";"3"
"2369";"21794";"98.26";"29.433";"2";"A";"2"
"2370";"4774";"75.95";"13.867";"4";"E";"1"
"2371";"22871";"17.50";"38.066";"7";"B";"10"
"2372";"15962";"36.77";"38.875";"4";" ";"10"
"2373";"19032";"94.67";"38.665";"8";"A";"8"
"2374";"16412";"47.64";"5.587";"6";"F";"1"
"2375";"21565";"36.03";"43.616";"11";"D";"1"
"2376";"5704";"54.46";"22.454";"3";"B";"7"
"2377";"6633";"70.18";"21.943";"15";"A";"3"
"2378";"4417";"74.95";"19.375";"10";" ";"9"
"2379";"5916";"51.16";"46.069";"6";"B";"5"
"2380";"19707";"29.12";"29.941";"16";"E";"10"
"2381";"26355";"71.38";"9.997";"1";"B";"3"
"2382";"9455";"91.73";"32.242";"12";"C";"3"
"2383";"26428";"38.95";"18.181";"15";"A";"8"
"2384";"25028";"7.97";"46.685";"13";" ";"4"
"2385";"16513";"26.75";"22.635";"10";"C";"4"
"2386";"20017";"56.63";"50.917";"2";"C";"10"
"2387";"4094";"96.82";"15.727";"15";"A";"4"
"2388";"8292";"19.45";"37.059";"2";" ";"9"
"2389";"14994";"32.13";"54.359";"12";" ";"8"
"2390";"27832";"57.07";"9.712";"8";"D";"10"
"2391";"6298";"70.85";"48.994";"2";"D";"10"
"2392";"25197";"99.37";"41.832";"7";"E";"9"
"2393";"7220";"51.14";"50.752";"4";"F";"3"
"2394";"27159";"42.20";"51.497";"10";" ";"6"
"2395";"4769";"72.34";"8.961";"15";"C";"3"
"2396";"3696";"92.21";"3.153";"15";"A";"1"
"2397";"3182";"66.20";"23.577";"7";"E";"7"
"2398";"13587";"33.50";"11.414";"2";"D";"9"
"2399";"6435";"73.29";"34.250";"10";"A";"4"
"2400";"10087";"12.47";"38.587";"18";"F";"6"
"2401";"24454";"21.25";"28.033";"6";"F";"10"
"2402";"28513";"49.43";"31.268";"5";"F";"9"
"2403";"1497";"53.81";"6.041";"4";"C";"2"
"2404";"21596";"28.04";"36.815";"11";"E";"3"
"2405";"26993";"15.60";"39.121";"11";"A";"6"
"2406";"547";"33.25";"35.079";"9";"A";"1"
"2407";"23834";"37.36";"41.753";"15";"A";"10"
"2408";"25538";"73.80";"29.101";"6";"E";"10"
"2409";"25223";"82.38";"24.353";"10";"E";"2"
"2410";"28226";"92.88";"46.636";"7";"B";"7"
"2411";"7154";"84.83";"3.101";"1";"D";"5"
"2412";"8232";"5.56";"43.683";"6";"C";"9"
"2413";"14239";"29.31";"9.931";"13";"E";"3"
"2414";"17432";"56.73";"31.106";"3";" ";"4"
"2415";"29181";"6.90";"14.741";"10";"B";"10"
"2416";"8896";"66.26";"30.962";"1";"D";"7"
"2417";"21345";"67.30";"35.964";"10";"C";"5"
"2418";"15167";"40.22";"17.240";"13";"B";"3"
"2419";"9346";"21.06";"44.931";"15";"A";"6"
"2420";"10864";"44.92";"28.489";"11";" ";"2"
"2421";"18970";"61.88";"10.271";"12";"F";"3"
"2422";"6981";"8.91";"34.624";"18";"B";"5"
"2423";"29437";"80.35";"3.923";"19";"B";"3"
"2424";"12390";"82.95";"3.410";"5";"C";"10"
"2425";"2081";"16.51";"43.012";"1";"B";"10"
"2426";"21104";"7.00";"21.648";"17";"F";"4"
"2427";"1625";"12.84";"32.915";"18";" ";"3"
"2428";"12488";"90.75";"35.037";"1";"E";"6"
"2429";"9208";"37.42";"8.302";"10";"F";"2"
"2430";"2243";"97.46";"25.503";"5";"D";"6"
"2431";"5063";"69.95";"46.394";"12";"A";"5"
"2432";"27501";"99.05";"41.161";"11";" ";"2"
"2433";"13379";"15.00";"43.935";"16";"C";"9"
"2434";"29414";"17.81";"48.284";"11";"D";"9"
"2435";"9153";"88.46";"6.723";"5";"E";"7"
"2436";"24323";"99.98";"53.969";"5";"E";"9"
"2437";"18024";"58.35";"17.777";"4";"B";"6"
"2438";"28746";"75.25";"23.001";"8";"B";"4"
"2439";"17123";"53.77";"19.697";"2";"A";"6"
"2440";"25934";"37.21";"50.759";"17";"E";"1"
"2441";"20114";"57.12";"32.199";"3";"F";"2"
"2442";"9358";"68.07";"48.648";"11";"B";"1"
"2443";"18493";"37.64";"10.332";"19";"D";"10"
"2444";"18456";"83.05";"37.626";"18";"C";"6"
"2445";"27019";"78.68";"14.318";"17";"F";"1"
"2446";"7008";"88.67";"42.270";"19";"E";"7"
"2447";"26761";"73.03";"36.483";"13";"D";"10"
"2448";"18100";"23.32";"44.501";"3";"F";"2"
"2449";"2637";"96.73";"54.161";"14";" ";"8"
"2450";"23584";"78.07";"52.951";"10";" ";"9"
"2451";"4518";"32.98";"21.359";"8";"E";"10"
"2452";"12564";"69.22";"17.578";"1";" ";"1"
"2453";"3667";"95.59";"47.140";"10";"B";"6"
"2454";"11038";"24.07";"19.334";"14";"E";"4"
"2455";"23675";"28.49";"44.971";"6";"D";"9"
"2456";"2821";"14.96";"51.680";"16";"F";"3"
"2457";"13976";"82.27";"14.802";"13";"C";"4"
"2458";"4790";"90.44";"25.562";"7";"D";"8"
"2459";"26716";"77.03";"2.475";"6";"A";"2"
"2460";"13345";"39.03";"2.356";"19";" ";"8"
"2461";"11182";"22.66";"25.897";"4";"C";"6"
"2462";"9559";"41.80";"53.664";"16";"D";"7"
"2463";"18931";"95.31";"40.232";"19";"B";"9"
"2464";"1916";"51.96";"5.346";"1";"D";"9"
"2465";"19959";"20.99";"45.481";"19";"D";"7"
"2466";"24584";"41.83";"38.192";"19";"B";"4"
"2467";"14085";"71.80";"8.738";"3";"A";"6"
"2468";"16170";"26.35";"42.150";"5";"F";"10"
"2469";"25731";"66.53";"2.551";"11";"F";"2"
"2470";"26411";"62.02";"8.972";"15";" ";"3"
"2471";"24117";"32.37";"11.267";"15";"D";"3"
"2472";"26698";"88.54";"49.083";"14";"A";"6"
"2473";"17298";"82.96";"41.932";"19";"E";"7"
"2474";"6473";"13.53";"30.355";"14";"D";"10"
"2475";"1206";"43.27";"25.268";"8";"C";"9"
"2476";"21683";"22.42";"34.390";"14";"D";"4"
"2477";"1752";"64.51";"23.760";"15";"C";"10"
"2478";"16935";"47.99";"18.482";"14";"E";"7"
"2479";"11909";"38.59";"18.851";"8";"B";"10"
"2480";"10141";"20.08";"13.884";"7";" ";"4"
"2481";"15528";"55.03";"21.218";"16";"D";"5"
"2482";"28441";"57.52";"46.737";"2";"B";"2"
"2483";"21712";"9.40";"40.768";"17";"D";"8"
"2484";"6653";"66.86";"9.702";"11";"C";"1"
"2485";"25881";"41.27";"27.212";"11";"C";"8"
"2486";"14463";"55.11";"14.397";"17";"E";"9"
"2487";"9266";"67.13";"23.109";"7";"E";"1"
"2488";"5385";"5.72";"50.987";"11";"F";"1"
"2489";"18611";"8.87";"10.445";"6";"A";"10"
"2490";"24468";"21.81";"24.253";"17";"D";"2"
"2491";"8260";"47.19";"2.242";"2";"E";"10"
"2492";"27159";"30.01";"44.006";"11";"F";"7"
"2493";"25009";"34.73";"42.065";"5";"B";"4"
"2494";"21540";"18.14";"16.481";"5";"A";"8"
"2495";"12267";"58.76";"8.345";"18";"E";"4"
"2496";"20102";"32.84";"33.694";"3";"C";"9"
"2497";"9999";"10.47";"8.743";"2";"F";"3"
"2498";"13211";"96.80";"19.177";"8";"B";"7"
"2499";"1231";"35.09";"33.377";"15";"C";"8"
"2500";"9715";"75.88";"20.521";"15";"A";"6"
"2501";"23029";"28.56";"29.306";"7";"F";"2"
"2502";"24940";"56.06";"13.097";"12";"F";"8"
"2503";"20355";"22.10";"14.618";"18";"B";"9"
"2504";"16883";"47.22";"45.189";"17";"B";"10"
"2505";"29355";"11.92";"12.712";"10";"D";"3"
"2506";"27587";"65.93";"32.658";"2";"D";"8"
"2507";"8298";"55.91";"4.106";"9";"A";"8"
"2508";"10895";"71.14";"5.625";"19";"C";"4"
"2509";"4069";"33.11";"25.349";"14";"C";"9"
"2510";"10913";"46.07";"17.948";"9";" ";"2"
"2511";"14420";"64.34";"46.447";"1";" ";"10"
"2512";"8305";"48.97";"19.383";"16";"A";"9"
"2513";"13105";"18.36";"47.652";"13";"E";"10"
"2514";"21951";"30.05";"14.468";"9";"B";"10"
"2515";"28273";"69.91";"51.949";"16";"D";"3"
"2516";"8925";"88.05";"21.930";"4";" ";"4"
"2517";"12349";"59.20";"31.890";"1";" ";"3"
"2518";"24485";"55.69";"10.539";"19";"A";"5"
"2519";"24095";"65.38";"49.039";"4";"C";"5"
"2520";"12379";"65.53";"26.463";"14";"A";"2"
"2521";"25715";"80.23";"14.998";"17";"D";"1"
"2522";"6156";"12.40";"32.323";"2";"F";"2"
"2523";"21526";"27.47";"54.278";"14";"D";"9"
"2524";"7063";"77.36";"18.625";"12";"C";"5"
"2525";"11919";"46.96";"49.524";"6";"D";"10"
"2526";"4927";"24.34";"17.572";"16";"E";"4"
"2527";"8506";"88.83";"16.082";"9";"D";"10"
"2528";"3828";"56.98";"36.523";"17";" ";"9"
"2529";"24114";"20.59";"2.239";"4";"C";"3"
"2530";"27703";"12.15";"18.341";"1";"B";"9"
"2531";"29278";"28.83";"44.978";"5";"F";"3"
"2532";"12227";"29.18";"49.367";"4";" ";"6"
"2533";"17354";"30.10";"7.992";"15";"A";"8"
"2534";"9525";"94.13";"27.121";"16";"F";"4"
"2535";"19653";"94.77";"23.404";"16";"F";"8"
"2536";"18954";"72.17";"26.753";"19";"B";"3"
"2537";"26124";"19.97";"36.396";"4";"C";"9"
"2538";"16412";"68.36";"14.294";"17";" ";"9"
"2539";"12257";"91.46";"5.342";"2";"B";"7"
"2540";"9098";"30.82";"53.381";"14";"C";"5"
"2541";"23049";"94.76";"19.523";"2";"D";"9"
"2542";"4506";"8.03";"22.320";"16";"D";"8"
"2543";"27193";"11.76";"3.156";"4";"F";"3"
"2544";"5999";"51.36";"41.347";"17";"A";"2"
"2545";"6929";"48.89";"18.536";"9";"F";"7"
"2546";"26898";"27.00";"41.654";"4";"E";"10"
"2547";"25750";"51.51";"43.243";"14";"D";"4"
"2548";"10131";"82.40";"6.719";"2";" ";"5"
"2549";"992";"97.75";"6.451";"8";"A";"8"
"2550";"13308";"84.01";"52.755";"4";"A";"6"
"2551";"21808";"42.19";"31.612";"8";" ";"1"
"2552";"9871";"76.84";"32.737";"10";"A";"10"
"2553";"5626";"51.51";"17.984";"17";"E";"10"
"2554";"13651";"98.61";"8.990";"6";"C";"9"
"2555";"18056";"7.49";"37.646";"15";"D";"3"
"2556";"6838";"28.85";"50.075";"4";"D";"8"
"2557";"20746";"61.97";"15.392";"3";"C";"10"
"2558";"18505";"18.88";"18.351";"2";"F";"8"
"2559";"16141";"81.42";"38.963";"6";"E";"8"
"2560";"6574";"94.42";"18.362";"9";"F";"2"
"2561";"21539";"53.28";"15.288";"3";"E";"10"
"2562";"21958";"96.62";"7.402";"6";"E";"3"
"2563";"8806";"61.00";"24.958";"19";"A";"6"
"2564";"28525";"9.33";"33.552";"19";"E";"9"
"2565";"22319";"44.21";"43.825";"11";"C";"8"
"2566";"1246";"49.38";"12.096";"11";"B";"8"
"2567";"1336";"35.81";"7.143";"19";"D";"9"
"2568";"18452";"28.08";"42.186";"7";"D";"3"
"2569";"20875";"98.49";"18.392";"17";"D";"3"
"2570";"16101";"71.61";"37.624";"15";"C";"4"
"2571";"21857";"84.22";"2.273";"12";"D";"8"
"2572";"16619";"6.62";"28.380";"4";"C";"10"
"2573";"29210";"68.20";"5.963";"17";"D";"4"
"2574";"961";"71.82";"31.900";"1";" ";"9"
"2575";"5913";"15.76";"39.025";"7";" ";"6"
"2576";"14081";"5.97";"13.316";"16";"E";"4"
"2577";"26160";"53.61";"18.679";"6";"A";"3"
"2578";"1867";"43.96";"35.083";"6";"C";"7"
"2579";"22373";"73.31";"44.168";"4";" ";"10"
"2580";"23076";"55.98";"48.280";"9";"D";"5"
"2581";"22936";"47.44";"33.955";"5";"D";"10"
"2582";"3942";"21.63";"6.820";"15";"E";"2"
"2583";"21995";"18.47";"30.364";"5";"D";"6"
"2584";"14599";"39.43";"37.152";"18";"B";"1"
"2585";"26341";"61.51";"12.971";"5";"D";"2"
"2586";"27646";"77.29";"13.130";"18";"B";"5"
"2587";"10807";"30.17";"39.975";"17";" ";"4"
"2588";"25752";"14.52";"5.570";"2";"F";"8"
"2589";"25506";"35.86";"33.047";"16";"A";"8"
"2590";"26419";"77.12";"53.951";"7";"E";"8"
"2591";"27189";"58.90";"26.272";"7";"D";"3"
"2592";"17130";"6.45";"54.587";"10";"E";"6"
"2593";"5651";"72.21";"52.689";"17";"B";"10"
"2594";"5615";"97.64";"48.240";"14";" ";"6"
"2595";"7542";"15.49";"34.436";"18";"A";"7"
"2596";"28022";"45.36";"17.645";"9";" ";"5"
"2597";"29376";"31.01";"34.112";"3";"A";"2"
"2598";"11329";"44.46";"8.994";"11";"B";"5"
"2599";"10767";"8.93";"2.989";"3";"C";"3"
"2600";"19797";"18.14";"40.901";"8";"B";"1"
"2601";"16734";"59.01";"27.852";"19";" ";"9"
"2602";"17625";"80.67";"21.223";"8";" ";"5"
"2603";"13968";"64.43";"12.570";"14";"E";"8"
"2604";"3025";"10.29";"32.662";"13";" ";"4"
"2605";"8499";"88.85";"47.864";"16";"D";"2"
"2606";"1780";"54.67";"45.926";"10";"B";"5"
"2607";"3659";"16.66";"29.223";"14";"B";"6"
"2608";"9587";"93.45";"16.405";"17";"F";"7"
"2609";"16179";"23.72";"11.933";"13";" ";"3"
"2610";"26658";"7.46";"46.851";"16";"C";"10"
"2611";"23715";"59.68";"37.843";"18";"D";"7"
"2612";"15367";"22.14";"7.977";"5";"A";"1"
"2613";"11416";"70.17";"47.158";"2";"A";"5"
"2614";"20280";"30.60";"48.342";"16";" ";"10"
"2615";"20899";"26.39";"20.264";"2";"D";"5"
"2616";"963";"75.71";"26.896";"13";"D";"3"
"2617";"20424";"30.72";"7.685";"18";"E";"2"
"2618";"7578";"57.62";"20.080";"3";"A";"3"
"2619";"17247";"96.02";"20.278";"8";" ";"1"
"2620";"28437";"94.10";"19.612";"2";"A";"4"
"2621";"20722";"16.04";"41.031";"19";"F";"10"
"2622";"8173";"51.05";"5.230";"8";"E";"4"
"2623";"15590";"76.31";"38.330";"6";"E";"9"
"2624";"10384";"96.65";"18.422";"6";"B";"6"
"2625";"19599";"98.16";"34.141";"19";"D";"6"
"2626";"3406";"98.62";"8.618";"9";"E";"1"
"2627";"11468";"32.85";"15.925";"18";"A";"1"
"2628";"590";"55.38";"5.746";"12";" ";"1"
"2629";"27506";"25.83";"47.081";"9";" ";"7"
"2630";"15151";"92.91";"9.965";"16";"D";"4"
"2631";"8368";"61.75";"50.398";"11";"D";"8"
"2632";"20935";"74.98";"38.943";"7";"C";"5"
"2633";"10317";"49.07";"46.470";"18";"E";"4"
"2634";"26655";"83.42";"47.802";"10";"E";"4"
"2635";"21051";"91.25";"28.531";"4";"C";"4"
"2636";"15321";"74.66";"34.770";"5";"E";"8"
"2637";"15633";"42.88";"43.172";"8";"E";"8"
"2638";"15299";"20.75";"34.072";"18";"B";"1"
"2639";"3580";"46.65";"22.621";"3";"A";"7"
"2640";"21015";"90.77";"51.485";"6";"B";"2"
"2641";"25288";"20.73";"8.023";"7";"F";"1"
"2642";"28275";"37.49";"50.755";"4";"E";"7"
"2643";"28117";"71.54";"23.679";"10";"A";"6"
"2644";"17502";"30.30";"28.801";"16";"B";"6"
"2645";"8106";"72.25";"19.104";"9";" ";"7"
"2646";"27380";"25.00";"43.795";"4";"A";"6"
"2647";"3059";"38.29";"13.719";"4";"D";"2"
"2648";"2439";"61.89";"8.503";"11";"C";"9"
"2649";"27790";"92.60";"33.940";"15";"A";"4"
"2650";"21121";"30.24";"32.800";"9";" ";"8"
"2651";"23374";"25.26";"14.745";"15";"E";"9"
"2652";"28859";"71.83";"30.988";"12";"D";"7"
"2653";"21664";"41.40";"3.881";"15";"C";"7"
"2654";"10865";"66.54";"19.605";"19";"E";"6"
"2655";"28775";"67.52";"53.607";"2";"B";"6"
"2656";"3015";"28.79";"24.108";"10";"F";"2"
"2657";"1957";"6.60";"49.053";"8";"A";"3"
"2658";"5786";"71.59";"42.995";"12";"A";"7"
"2659";"18988";"44.51";"11.483";"19";"A";"5"
"2660";"22928";"80.45";"4.669";"15";"D";"10"
"2661";"4635";"20.00";"39.597";"17";"F";"6"
"2662";"21519";"75.32";"21.676";"2";"D";"4"
"2663";"21375";"30.99";"43.312";"9";"A";"6"
"2664";"26615";"48.42";"14.678";"17";"C";"4"
"2665";"12118";"91.39";"28.876";"6";"B";"3"
"2666";"2536";"92.93";"19.166";"9";"C";"6"
"2667";"8121";"80.06";"52.169";"8";"A";"3"
"2668";"1762";"26.65";"37.537";"14";"E";"7"
"2669";"12070";"94.67";"19.342";"6";"E";"8"
"2670";"7666";"89.00";"53.896";"9";"B";"2"
"2671";"17542";"35.57";"10.283";"18";"A";"9"
"2672";"2410";"95.23";"26.932";"2";"E";"9"
"2673";"20997";"31.84";"12.578";"16";"F";"3"
"2674";"8762";"15.03";"23.739";"12";" ";"7"
"2675";"28978";"82.84";"23.507";"3";"F";"3"
"2676";"10842";"80.16";"44.529";"17";"A";"9"
"2677";"18416";"99.49";"22.185";"18";"E";"8"
"2678";"1120";"81.70";"29.360";"9";"D";"2"
"2679";"10067";"31.25";"24.893";"2";"A";"5"
"2680";"27755";"24.48";"36.142";"8";"A";"8"
"2681";"17341";"87.55";"53.636";"17";"E";"4"
"2682";"15413";"29.54";"49.940";"3";"B";"4"
"2683";"12272";"91.55";"19.109";"3";"A";"9"
"2684";"9582";"99.39";"13.169";"3";"A";"10"
"2685";"20991";"36.96";"4.557";"1";"E";"2"
"2686";"19096";"22.93";"14.347";"19";"D";"2"
"2687";"6200";"30.50";"20.470";"1";"B";"10"
"2688";"5242";"66.94";"36.609";"9";"A";"9"
"2689";"1852";"31.13";"37.063";"12";"F";"1"
"2690";"8542";"28.49";"4.708";"18";"F";"5"
"2691";"7270";"87.58";"2.678";"14";"D";"5"
"2692";"16027";"41.01";"4.697";"5";" ";"4"
"2693";"7431";"55.73";"22.884";"17";"B";"4"
"2694";"19647";"32.76";"26.837";"7";"B";"3"
"2695";"16371";"47.07";"22.653";"13";" ";"6"
"2696";"4993";"80.77";"51.956";"10";"C";"1"
"2697";"7237";"83.72";"17.206";"17";"A";"7"
"2698";"11426";"67.93";"26.130";"14";"B";"10"
"2699";"16351";"54.06";"42.267";"4";"B";"3"
"2700";"2302";"72.57";"13.623";"15";"D";"5"
"2701";"25621";"41.90";"39.638";"3";" ";"5"
"2702";"4719";"88.84";"6.335";"6";"F";"3"
"2703";"7699";"79.35";"24.029";"9";"A";"3"
"2704";"17525";"10.86";"18.212";"2";"F";"8"
"2705";"19836";"45.34";"12.478";"18";"A";"6"
"2706";"9552";"29.95";"13.119";"6";"A";"4"
"2707";"17325";"97.53";"41.805";"15";"B";"4"
"2708";"17978";"57.15";"46.826";"9";"A";"4"
"2709";"4506";"98.94";"37.753";"3";"A";"7"
"2710";"3219";"55.16";"52.562";"12";"A";"6"
"2711";"6159";"29.25";"40.735";"13";" ";"1"
"2712";"25195";"67.93";"31.325";"15";"B";"7"
"2713";"16037";"58.38";"14.666";"5";"F";"9"
"2714";"7786";"23.90";"8.059";"13";"B";"4"
"2715";"13966";"41.90";"33.420";"17";"A";"9"
"2716";"20011";"42.76";"6.080";"1";"A";"6"
"2717";"9969";"32.68";"51.768";"13";"B";"4"
"2718";"27443";"97.90";"19.789";"3";"E";"2"
"2719";"22868";"80.72";"40.180";"18";"A";"5"
"2720";"15094";"47.93";"15.114";"6";"D";"6"
"2721";"735";"67.80";"28.604";"19";"C";"6"
"2722";"8178";"21.45";"5.710";"2";"F";"6"
"2723";"24212";"28.92";"45.127";"2";"D";"3"
"2724";"8390";"38.31";"26.422";"16";"B";"6"
"2725";"2617";"45.11";"44.215";"17";" ";"1"
"2726";"20617";"98.50";"8.638";"12";"D";"3"
"2727";"15843";"88.09";"42.253";"19";"A";"1"
"2728";"20063";"49.20";"21.543";"11";"E";"6"
"2729";"13531";"89.66";"19.910";"16";"D";"6"
"2730";"5338";"36.65";"2.869";"5";"F";"4"
"2731";"1999";"31.44";"38.868";"16";"F";"8"
"2732";"24014";"94.68";"19.149";"4";"B";"8"
"2733";"6820";"50.72";"21.451";"5";"E";"5"
"2734";"4901";"77.53";"33.534";"19";" ";"9"
"2735";"7517";"71.69";"19.489";"3";"C";"3"
"2736";"23984";"44.79";"14.239";"4";" ";"2"
"2737";"4968";"10.82";"47.785";"15";"F";"7"
"2738";"23403";"96.33";"10.239";"6";"B";"10"
"2739";"1483";"71.30";"23.119";"12";"E";"5"
"2740";"12909";"39.14";"24.229";"18";"A";"9"
"2741";"15044";"81.49";"36.354";"16";"E";"3"
"2742";"20626";"70.47";"48.001";"9";"D";"4"
"2743";"25262";"10.27";"5.116";"4";" ";"4"
"2744";"11144";"45.35";"7.165";"3";"E";"9"
"2745";"6300";"31.58";"30.939";"7";"A";"3"
"2746";"2796";"88.83";"14.749";"19";"D";"8"
"2747";"14891";"67.24";"20.894";"19";" ";"9"
"2748";"26963";"37.74";"48.293";"4";" ";"5"
"2749";"26786";"35.69";"51.392";"10";"C";"8"
"2750";"1216";"6.95";"20.288";"16";"C";"10"
"2751";"13950";"66.29";"51.455";"15";"C";"2"
"2752";"20634";"56.81";"17.243";"6";"B";"2"
"2753";"25481";"25.62";"49.647";"17";"D";"9"
"2754";"17636";"42.43";"42.525";"8";"B";"10"
"2755";"18820";"77.35";"9.913";"5";"A";"6"
"2756";"27564";"92.98";"24.769";"2";"D";"4"
"2757";"23193";"87.21";"7.926";"17";" ";"4"
"2758";"12352";"10.46";"19.918";"1";"F";"4"
"2759";"22280";"30.13";"10.402";"15";"A";"4"
"2760";"13115";"28.81";"26.749";"19";" ";"2"
"2761";"5703";"77.06";"27.260";"5";"F";"6"
"2762";"27551";"30.58";"46.814";"14";"F";"2"
"2763";"18258";"94.91";"12.180";"10";"D";"6"
"2764";"870";"58.49";"8.349";"19";" ";"6"
"2765";"22836";"94.18";"29.636";"6";"D";"1"
"2766";"14080";"48.72";"13.181";"2";"C";"4"
"2767";"14626";"18.43";"36.897";"2";" ";"4"
"2768";"17731";"60.04";"35.284";"16";"D";"1"
"2769";"27692";"15.64";"32.858";"13";"F";"4"
"2770";"547";"63.88";"29.669";"10";"D";"7"
"2771";"10901";"86.40";"49.106";"10";"A";"4"
"2772";"7260";"61.76";"25.428";"2";"F";"4"
"2773";"8647";"64.07";"11.729";"19";"C";"9"
"2774";"754";"55.87";"3.020";"6";"B";"2"
"2775";"25693";"39.30";"2.849";"19";"B";"8"
"2776";"7524";"62.35";"45.052";"18";" ";"8"
"2777";"15967";"33.47";"48.134";"12";"A";"8"
"2778";"13054";"15.24";"48.032";"19";"D";"2"
"2779";"14583";"9.88";"36.507";"7";"D";"1"
"2780";"8372";"68.89";"49.094";"12";"B";"3"
"2781";"8963";"17.52";"45.692";"12";"F";"1"
"2782";"7806";"24.88";"18.406";"5";" ";"1"
"2783";"12353";"41.74";"5.390";"7";"A";"6"
